iter	Logloss
341	0.005537251076
342	0.005529753578
343	0.005497710303
344	0.005474423733
345	0.005450038722
346	0.005428624771
347	0.005411386848
348	0.005399304381
349	0.005373350335
350	0.005360366483
351	0.005338961897
352	0.005314727507
353	0.005291780029
354	0.005281149925
355	0.005263363757
356	0.005242155447
357	0.005224032918
358	0.005207285489
359	0.005192455943
360	0.005169593532
361	0.005155129223
362	0.005138514076
363	0.005122286407
364	0.00510699056
365	0.005093888084
366	0.005082116615
367	0.005063768545
368	0.005062716148
369	0.005046566132
370	0.00504628401
371	0.005045916041
372	0.005030666239
373	0.005021484595
374	0.005015299765
375	0.00501486507
376	0.00500047178
377	0.004993469849
378	0.004980938641
379	0.004955348661
380	0.00495272879
381	0.004937249935
382	0.004927744416
383	0.004910215787
384	0.004910168181
385	0.00489417737
386	0.004878531505
387	0.004859181765
388	0.004841138058
389	0.004824145188
390	0.00480769627
391	0.004790978887
392	0.004773107264
393	0.004756494458
394	0.004747253501
395	0.004744489643
396	0.00474245938
397	0.004732107105
398	0.004721208536
399	0.00470301733
400	0.00469716691
401	0.004694672686
402	0.004680151797
403	0.004671323293
404	0.004671319391
405	0.004659819898
406	0.00464829075
407	0.004635362308
408	0.004621092323
409	0.004621036914
410	0.004599676031
411	0.004579273894
412	0.004562764494
413	0.004557250434
414	0.004541144511
415	0.004523308006
416	0.004516045416
417	0.004516056341
418	0.004498882803
419	0.004498904265
420	0.004485130628
421	0.004468226725
422	0.004455800484
423	0.004445536006
424	0.004429095283
425	0.004412175381
426	0.004392985628
427	0.00439291617
428	0.004373215241
429	0.0043559063
430	0.004349024945
431	0.00434899724
432	0.004336357163
433	0.004323493496
434	0.004311289284
435	0.004304566744
436	0.004304556208
437	0.0042914311
438	0.004272030633
439	0.0042648933
440	0.00425339966
441	0.004239594416
442	0.004226354196
443	0.004226362001
444	0.004213647004
445	0.004213611104
446	0.004213577936
447	0.004213575985
448	0.004199252542
449	0.004195725823
450	0.004195668852
451	0.004185443786
452	0.004185452371
453	0.004176353841
454	0.004161772859
455	0.004151019058
456	0.004133406924
457	0.004117201498
458	0.004109496799
459	0.004097008123
460	0.004078955442
461	0.004078965978
462	0.004066366873
463	0.004066358288
464	0.004057907118
465	0.004057789274
466	0.004057589877
467	0.004057562562
468	0.004057568805
469	0.004055737549
470	0.004047299255
471	0.00404725243
